class_label,grid_id,center_latitude,center_longitude,latitude_range,longitude_range
28,Grid_0_28,-88.59375,-19.6875,"(-90.0, -87.1875)","(-22.5, -16.875)"
29,Grid_0_29,-88.59375,-14.0625,"(-90.0, -87.1875)","(-16.875, -11.25)"
30,Grid_0_30,-88.59375,-8.4375,"(-90.0, -87.1875)","(-11.25, -5.625)"
31,Grid_0_31,-88.59375,-2.8125,"(-90.0, -87.1875)","(-5.625, 0.0)"
32,Grid_0_32,-88.59375,2.8125,"(-90.0, -87.1875)","(0.0, 5.625)"
33,Grid_0_33,-88.59375,8.4375,"(-90.0, -87.1875)","(5.625, 11.25)"
34,Grid_0_34,-88.59375,14.0625,"(-90.0, -87.1875)","(11.25, 16.875)"
35,Grid_0_35,-88.59375,19.6875,"(-90.0, -87.1875)","(16.875, 22.5)"
36,Grid_0_36,-88.59375,25.3125,"(-90.0, -87.1875)","(22.5, 28.125)"
37,Grid_0_37,-88.59375,30.9375,"(-90.0, -87.1875)","(28.125, 33.75)"
38,Grid_0_38,-88.59375,36.5625,"(-90.0, -87.1875)","(33.75, 39.375)"
39,Grid_0_39,-88.59375,42.1875,"(-90.0, -87.1875)","(39.375, 45.0)"
40,Grid_0_40,-88.59375,47.8125,"(-90.0, -87.1875)","(45.0, 50.625)"
41,Grid_0_41,-88.59375,53.4375,"(-90.0, -87.1875)","(50.625, 56.25)"
42,Grid_0_42,-88.59375,59.0625,"(-90.0, -87.1875)","(56.25, 61.875)"
43,Grid_0_43,-88.59375,64.6875,"(-90.0, -87.1875)","(61.875, 67.5)"
44,Grid_0_44,-88.59375,70.3125,"(-90.0, -87.1875)","(67.5, 73.125)"
45,Grid_0_45,-88.59375,75.9375,"(-90.0, -87.1875)","(73.125, 78.75)"
46,Grid_0_46,-88.59375,81.5625,"(-90.0, -87.1875)","(78.75, 84.375)"
47,Grid_0_47,-88.59375,87.1875,"(-90.0, -87.1875)","(84.375, 90.0)"
48,Grid_0_48,-88.59375,92.8125,"(-90.0, -87.1875)","(90.0, 95.625)"
49,Grid_0_49,-88.59375,98.4375,"(-90.0, -87.1875)","(95.625, 101.25)"
50,Grid_0_50,-88.59375,104.0625,"(-90.0, -87.1875)","(101.25, 106.875)"
51,Grid_0_51,-88.59375,109.6875,"(-90.0, -87.1875)","(106.875, 112.5)"
52,Grid_0_52,-88.59375,115.3125,"(-90.0, -87.1875)","(112.5, 118.125)"
53,Grid_0_53,-88.59375,120.9375,"(-90.0, -87.1875)","(118.125, 123.75)"
54,Grid_0_54,-88.59375,126.5625,"(-90.0, -87.1875)","(123.75, 129.375)"
55,Grid_0_55,-88.59375,132.1875,"(-90.0, -87.1875)","(129.375, 135.0)"
56,Grid_0_56,-88.59375,137.8125,"(-90.0, -87.1875)","(135.0, 140.625)"
57,Grid_0_57,-88.59375,143.4375,"(-90.0, -87.1875)","(140.625, 146.25)"
58,Grid_0_58,-88.59375,149.0625,"(-90.0, -87.1875)","(146.25, 151.875)"
59,Grid_0_59,-88.59375,154.6875,"(-90.0, -87.1875)","(151.875, 157.5)"
60,Grid_0_60,-88.59375,160.3125,"(-90.0, -87.1875)","(157.5, 163.125)"
61,Grid_0_61,-88.59375,165.9375,"(-90.0, -87.1875)","(163.125, 168.75)"
62,Grid_0_62,-88.59375,171.5625,"(-90.0, -87.1875)","(168.75, 174.375)"
63,Grid_0_63,-88.59375,177.1875,"(-90.0, -87.1875)","(174.375, 180.0)"
64,Grid_1_0,-85.78125,-177.1875,"(-87.1875, -84.375)","(-180.0, -174.375)"
65,Grid_1_1,-85.78125,-171.5625,"(-87.1875, -84.375)","(-174.375, -168.75)"
66,Grid_1_2,-85.78125,-165.9375,"(-87.1875, -84.375)","(-168.75, -163.125)"
67,Grid_1_3,-85.78125,-160.3125,"(-87.1875, -84.375)","(-163.125, -157.5)"
68,Grid_1_4,-85.78125,-154.6875,"(-87.1875, -84.375)","(-157.5, -151.875)"
69,Grid_1_5,-85.78125,-149.0625,"(-87.1875, -84.375)","(-151.875, -146.25)"
70,Grid_1_6,-85.78125,-143.4375,"(-87.1875, -84.375)","(-146.25, -140.625)"
71,Grid_1_7,-85.78125,-137.8125,"(-87.1875, -84.375)","(-140.625, -135.0)"
72,Grid_1_8,-85.78125,-132.1875,"(-87.1875, -84.375)","(-135.0, -129.375)"
73,Grid_1_9,-85.78125,-126.5625,"(-87.1875, -84.375)","(-129.375, -123.75)"
74,Grid_1_10,-85.78125,-120.9375,"(-87.1875, -84.375)","(-123.75, -118.125)"
75,Grid_1_11,-85.78125,-115.3125,"(-87.1875, -84.375)","(-118.125, -112.5)"
76,Grid_1_12,-85.78125,-109.6875,"(-87.1875, -84.375)","(-112.5, -106.875)"
77,Grid_1_13,-85.78125,-104.0625,"(-87.1875, -84.375)","(-106.875, -101.25)"
78,Grid_1_14,-85.78125,-98.4375,"(-87.1875, -84.375)","(-101.25, -95.625)"
79,Grid_1_15,-85.78125,-92.8125,"(-87.1875, -84.375)","(-95.625, -90.0)"
80,Grid_1_16,-85.78125,-87.1875,"(-87.1875, -84.375)","(-90.0, -84.375)"
81,Grid_1_17,-85.78125,-81.5625,"(-87.1875, -84.375)","(-84.375, -78.75)"
82,Grid_1_18,-85.78125,-75.9375,"(-87.1875, -84.375)","(-78.75, -73.125)"
83,Grid_1_19,-85.78125,-70.3125,"(-87.1875, -84.375)","(-73.125, -67.5)"
84,Grid_1_20,-85.78125,-64.6875,"(-87.1875, -84.375)","(-67.5, -61.875)"
85,Grid_1_21,-85.78125,-59.0625,"(-87.1875, -84.375)","(-61.875, -56.25)"
86,Grid_1_22,-85.78125,-53.4375,"(-87.1875, -84.375)","(-56.25, -50.625)"
87,Grid_1_23,-85.78125,-47.8125,"(-87.1875, -84.375)","(-50.625, -45.0)"
88,Grid_1_24,-85.78125,-42.1875,"(-87.1875, -84.375)","(-45.0, -39.375)"
89,Grid_1_25,-85.78125,-36.5625,"(-87.1875, -84.375)","(-39.375, -33.75)"
90,Grid_1_26,-85.78125,-30.9375,"(-87.1875, -84.375)","(-33.75, -28.125)"
91,Grid_1_27,-85.78125,-25.3125,"(-87.1875, -84.375)","(-28.125, -22.5)"
92,Grid_1_28,-85.78125,-19.6875,"(-87.1875, -84.375)","(-22.5, -16.875)"
93,Grid_1_29,-85.78125,-14.0625,"(-87.1875, -84.375)","(-16.875, -11.25)"
94,Grid_1_30,-85.78125,-8.4375,"(-87.1875, -84.375)","(-11.25, -5.625)"
95,Grid_1_31,-85.78125,-2.8125,"(-87.1875, -84.375)","(-5.625, 0.0)"
96,Grid_1_32,-85.78125,2.8125,"(-87.1875, -84.375)","(0.0, 5.625)"
97,Grid_1_33,-85.78125,8.4375,"(-87.1875, -84.375)","(5.625, 11.25)"
98,Grid_1_34,-85.78125,14.0625,"(-87.1875, -84.375)","(11.25, 16.875)"
99,Grid_1_35,-85.78125,19.6875,"(-87.1875, -84.375)","(16.875, 22.5)"
100,Grid_1_36,-85.78125,25.3125,"(-87.1875, -84.375)","(22.5, 28.125)"
101,Grid_1_37,-85.78125,30.9375,"(-87.1875, -84.375)","(28.125, 33.75)"
102,Grid_1_38,-85.78125,36.5625,"(-87.1875, -84.375)","(33.75, 39.375)"
103,Grid_1_39,-85.78125,42.1875,"(-87.1875, -84.375)","(39.375, 45.0)"
104,Grid_1_40,-85.78125,47.8125,"(-87.1875, -84.375)","(45.0, 50.625)"
105,Grid_1_41,-85.78125,53.4375,"(-87.1875, -84.375)","(50.625, 56.25)"
106,Grid_1_42,-85.78125,59.0625,"(-87.1875, -84.375)","(56.25, 61.875)"
107,Grid_1_43,-85.78125,64.6875,"(-87.1875, -84.375)","(61.875, 67.5)"
108,Grid_1_44,-85.78125,70.3125,"(-87.1875, -84.375)","(67.5, 73.125)"
109,Grid_1_45,-85.78125,75.9375,"(-87.1875, -84.375)","(73.125, 78.75)"
110,Grid_1_46,-85.78125,81.5625,"(-87.1875, -84.375)","(78.75, 84.375)"
111,Grid_1_47,-85.78125,87.1875,"(-87.1875, -84.375)","(84.375, 90.0)"
112,Grid_1_48,-85.78125,92.8125,"(-87.1875, -84.375)","(90.0, 95.625)"
113,Grid_1_49,-85.78125,98.4375,"(-87.1875, -84.375)","(95.625, 101.25)"
114,Grid_1_50,-85.78125,104.0625,"(-87.1875, -84.375)","(101.25, 106.875)"
115,Grid_1_51,-85.78125,109.6875,"(-87.1875, -84.375)","(106.875, 112.5)"
116,Grid_1_52,-85.78125,115.3125,"(-87.1875, -84.375)","(112.5, 118.125)"
117,Grid_1_53,-85.78125,120.9375,"(-87.1875, -84.375)","(118.125, 123.75)"
118,Grid_1_54,-85.78125,126.5625,"(-87.1875, -84.375)","(123.75, 129.375)"
119,Grid_1_55,-85.78125,132.1875,"(-87.1875, -84.375)","(129.375, 135.0)"
120,Grid_1_56,-85.78125,137.8125,"(-87.1875, -84.375)","(135.0, 140.625)"
121,Grid_1_57,-85.78125,143.4375,"(-87.1875, -84.375)","(140.625, 146.25)"
122,Grid_1_58,-85.78125,149.0625,"(-87.1875, -84.375)","(146.25, 151.875)"
123,Grid_1_59,-85.78125,154.6875,"(-87.1875, -84.375)","(151.875, 157.5)"
124,Grid_1_60,-85.78125,160.3125,"(-87.1875, -84.375)","(157.5, 163.125)"
125,Grid_1_61,-85.78125,165.9375,"(-87.1875, -84.375)","(163.125, 168.75)"
126,Grid_1_62,-85.78125,171.5625,"(-87.1875, -84.375)","(168.75, 174.375)"
127,Grid_1_63,-85.78125,177.1875,"(-87.1875, -84.375)","(174.375, 180.0)"
128,Grid_2_0,-82.96875,-177.1875,"(-84.375, -81.5625)","(-180.0, -174.375)"
129,Grid_2_1,-82.96875,-171.5625,"(-84.375, -81.5625)","(-174.375, -168.75)"
130,Grid_2_2,-82.96875,-165.9375,"(-84.375, -81.5625)","(-168.75, -163.125)"
131,Grid_2_3,-82.96875,-160.3125,"(-84.375, -81.5625)","(-163.125, -157.5)"
132,Grid_2_4,-82.96875,-154.6875,"(-84.375, -81.5625)","(-157.5, -151.875)"
133,Grid_2_5,-82.96875,-149.0625,"(-84.375, -81.5625)","(-151.875, -146.25)"
134,Grid_2_6,-82.96875,-143.4375,"(-84.375, -81.5625)","(-146.25, -140.625)"
135,Grid_2_7,-82.96875,-137.8125,"(-84.375, -81.5625)","(-140.625, -135.0)"
136,Grid_2_8,-82.96875,-132.1875,"(-84.375, -81.5625)","(-135.0, -129.375)"
137,Grid_2_9,-82.96875,-126.5625,"(-84.375, -81.5625)","(-129.375, -123.75)"
138,Grid_2_10,-82.96875,-120.9375,"(-84.375, -81.5625)","(-123.75, -118.125)"
139,Grid_2_11,-82.96875,-115.3125,"(-84.375, -81.5625)","(-118.125, -112.5)"
140,Grid_2_12,-82.96875,-109.6875,"(-84.375, -81.5625)","(-112.5, -106.875)"
141,Grid_2_13,-82.96875,-104.0625,"(-84.375, -81.5625)","(-106.875, -101.25)"
142,Grid_2_14,-82.96875,-98.4375,"(-84.375, -81.5625)","(-101.25, -95.625)"
143,Grid_2_15,-82.96875,-92.8125,"(-84.375, -81.5625)","(-95.625, -90.0)"
144,Grid_2_16,-82.96875,-87.1875,"(-84.375, -81.5625)","(-90.0, -84.375)"
145,Grid_2_17,-82.96875,-81.5625,"(-84.375, -81.5625)","(-84.375, -78.75)"
146,Grid_2_18,-82.96875,-75.9375,"(-84.375, -81.5625)","(-78.75, -73.125)"
147,Grid_2_19,-82.96875,-70.3125,"(-84.375, -81.5625)","(-73.125, -67.5)"
148,Grid_2_20,-82.96875,-64.6875,"(-84.375, -81.5625)","(-67.5, -61.875)"
149,Grid_2_21,-82.96875,-59.0625,"(-84.375, -81.5625)","(-61.875, -56.25)"
150,Grid_2_22,-82.96875,-53.4375,"(-84.375, -81.5625)","(-56.25, -50.625)"
151,Grid_2_23,-82.96875,-47.8125,"(-84.375, -81.5625)","(-50.625, -45.0)"
152,Grid_2_24,-82.96875,-42.1875,"(-84.375, -81.5625)","(-45.0, -39.375)"
153,Grid_2_25,-82.96875,-36.5625,"(-84.375, -81.5625)","(-39.375, -33.75)"
154,Grid_2_26,-82.96875,-30.9375,"(-84.375, -81.5625)","(-33.75, -28.125)"
155,Grid_2_27,-82.96875,-25.3125,"(-84.375, -81.5625)","(-28.125, -22.5)"
156,Grid_2_28,-82.96875,-19.6875,"(-84.375, -81.5625)","(-22.5, -16.875)"
157,Grid_2_29,-82.96875,-14.0625,"(-84.375, -81.5625)","(-16.875, -11.25)"
158,Grid_2_30,-82.96875,-8.4375,"(-84.375, -81.5625)","(-11.25, -5.625)"
159,Grid_2_31,-82.96875,-2.8125,"(-84.375, -81.5625)","(-5.625, 0.0)"
160,Grid_2_32,-82.96875,2.8125,"(-84.375, -81.5625)","(0.0, 5.625)"
161,Grid_2_33,-82.96875,8.4375,"(-84.375, -81.5625)","(5.625, 11.25)"
162,Grid_2_34,-82.96875,14.0625,"(-84.375, -81.5625)","(11.25, 16.875)"
163,Grid_2_35,-82.96875,19.6875,"(-84.375, -81.5625)","(16.875, 22.5)"
164,Grid_2_36,-82.96875,25.3125,"(-84.375, -81.5625)","(22.5, 28.125)"
165,Grid_2_37,-82.96875,30.9375,"(-84.375, -81.5625)","(28.125, 33.75)"
166,Grid_2_38,-82.96875,36.5625,"(-84.375, -81.5625)","(33.75, 39.375)"
167,Grid_2_39,-82.96875,42.1875,"(-84.375, -81.5625)","(39.375, 45.0)"
168,Grid_2_40,-82.96875,47.8125,"(-84.375, -81.5625)","(45.0, 50.625)"
169,Grid_2_41,-82.96875,53.4375,"(-84.375, -81.5625)","(50.625, 56.25)"
170,Grid_2_42,-82.96875,59.0625,"(-84.375, -81.5625)","(56.25, 61.875)"
171,Grid_2_43,-82.96875,64.6875,"(-84.375, -81.5625)","(61.875, 67.5)"
172,Grid_2_44,-82.96875,70.3125,"(-84.375, -81.5625)","(67.5, 73.125)"
173,Grid_2_45,-82.96875,75.9375,"(-84.375, -81.5625)","(73.125, 78.75)"
174,Grid_2_46,-82.96875,81.5625,"(-84.375, -81.5625)","(78.75, 84.375)"
175,Grid_2_47,-82.96875,87.1875,"(-84.375, -81.5625)","(84.375, 90.0)"
176,Grid_2_48,-82.96875,92.8125,"(-84.375, -81.5625)","(90.0, 95.625)"
177,Grid_2_49,-82.96875,98.4375,"(-84.375, -81.5625)","(95.625, 101.25)"
178,Grid_2_50,-82.96875,104.0625,"(-84.375, -81.5625)","(101.25, 106.875)"
179,Grid_2_51,-82.96875,109.6875,"(-84.375, -81.5625)","(106.875, 112.5)"
180,Grid_2_52,-82.96875,115.3125,"(-84.375, -81.5625)","(112.5, 118.125)"
181,Grid_2_53,-82.96875,120.9375,"(-84.375, -81.5625)","(118.125, 123.75)"
182,Grid_2_54,-82.96875,126.5625,"(-84.375, -81.5625)","(123.75, 129.375)"
183,Grid_2_55,-82.96875,132.1875,"(-84.375, -81.5625)","(129.375, 135.0)"
184,Grid_2_56,-82.96875,137.8125,"(-84.375, -81.5625)","(135.0, 140.625)"
185,Grid_2_57,-82.96875,143.4375,"(-84.375, -81.5625)","(140.625, 146.25)"
186,Grid_2_58,-82.96875,149.0625,"(-84.375, -81.5625)","(146.25, 151.875)"
187,Grid_2_59,-82.96875,154.6875,"(-84.375, -81.5625)","(151.875, 157.5)"
188,Grid_2_60,-82.96875,160.3125,"(-84.375, -81.5625)","(157.5, 163.125)"
189,Grid_2_61,-82.96875,165.9375,"(-84.375, -81.5625)","(163.125, 168.75)"
190,Grid_2_62,-82.96875,171.5625,"(-84.375, -81.5625)","(168.75, 174.375)"
191,Grid_2_63,-82.96875,177.1875,"(-84.375, -81.5625)","(174.375, 180.0)"
192,Grid_3_0,-80.15625,-177.1875,"(-81.5625, -78.75)","(-180.0, -174.375)"
193,Grid_3_1,-80.15625,-171.5625,"(-81.5625, -78.75)","(-174.375, -168.75)"
194,Grid_3_2,-80.15625,-165.9375,"(-81.5625, -78.75)","(-168.75, -163.125)"
195,Grid_3_3,-80.15625,-160.3125,"(-81.5625, -78.75)","(-163.125, -157.5)"
196,Grid_3_4,-80.15625,-154.6875,"(-81.5625, -78.75)","(-157.5, -151.875)"
197,Grid_3_5,-80.15625,-149.0625,"(-81.5625, -78.75)","(-151.875, -146.25)"
198,Grid_3_6,-80.15625,-143.4375,"(-81.5625, -78.75)","(-146.25, -140.625)"
199,Grid_3_7,-80.15625,-137.8125,"(-81.5625, -78.75)","(-140.625, -135.0)"
200,Grid_3_8,-80.15625,-132.1875,"(-81.5625, -78.75)","(-135.0, -129.375)"
201,Grid_3_9,-80.15625,-126.5625,"(-81.5625, -78.75)","(-129.375, -123.75)"
202,Grid_3_10,-80.15625,-120.9375,"(-81.5625, -78.75)","(-123.75, -118.125)"
203,Grid_3_11,-80.15625,-115.3125,"(-81.5625, -78.75)","(-118.125, -112.5)"
204,Grid_3_12,-80.15625,-109.6875,"(-81.5625, -78.75)","(-112.5, -106.875)"
205,Grid_3_13,-80.15625,-104.0625,"(-81.5625, -78.75)","(-106.875, -101.25)"
206,Grid_3_14,-80.15625,-98.4375,"(-81.5625, -78.75)","(-101.25, -95.625)"
207,Grid_3_15,-80.15625,-92.8125,"(-81.5625, -78.75)","(-95.625, -90.0)"
208,Grid_3_16,-80.15625,-87.1875,"(-81.5625, -78.75)","(-90.0, -84.375)"
209,Grid_3_17,-80.15625,-81.5625,"(-81.5625, -78.75)","(-84.375, -78.75)"
210,Grid_3_18,-80.15625,-75.9375,"(-81.5625, -78.75)","(-78.75, -73.125)"
211,Grid_3_19,-80.15625,-70.3125,"(-81.5625, -78.75)","(-73.125, -67.5)"
212,Grid_3_20,-80.15625,-64.6875,"(-81.5625, -78.75)","(-67.5, -61.875)"
213,Grid_3_21,-80.15625,-59.0625,"(-81.5625, -78.75)","(-61.875, -56.25)"
214,Grid_3_22,-80.15625,-53.4375,"(-81.5625, -78.75)","(-56.25, -50.625)"
215,Grid_3_23,-80.15625,-47.8125,"(-81.5625, -78.75)","(-50.625, -45.0)"
216,Grid_3_24,-80.15625,-42.1875,"(-81.5625, -78.75)","(-45.0, -39.375)"
217,Grid_3_25,-80.15625,-36.5625,"(-81.5625, -78.75)","(-39.375, -33.75)"
218,Grid_3_26,-80.15625,-30.9375,"(-81.5625, -78.75)","(-33.75, -28.125)"
219,Grid_3_27,-80.15625,-25.3125,"(-81.5625, -78.75)","(-28.125, -22.5)"
220,Grid_3_28,-80.15625,-19.6875,"(-81.5625, -78.75)","(-22.5, -16.875)"
221,Grid_3_29,-80.15625,-14.0625,"(-81.5625, -78.75)","(-16.875, -11.25)"
222,Grid_3_30,-80.15625,-8.4375,"(-81.5625, -78.75)","(-11.25, -5.625)"
223,Grid_3_31,-80.15625,-2.8125,"(-81.5625, -78.75)","(-5.625, 0.0)"
224,Grid_3_32,-80.15625,2.8125,"(-81.5625, -78.75)","(0.0, 5.625)"
225,Grid_3_33,-80.15625,8.4375,"(-81.5625, -78.75)","(5.625, 11.25)"
226,Grid_3_34,-80.15625,14.0625,"(-81.5625, -78.75)","(11.25, 16.875)"
227,Grid_3_35,-80.15625,19.6875,"(-81.5625, -78.75)","(16.875, 22.5)"
228,Grid_3_36,-80.15625,25.3125,"(-81.5625, -78.75)","(22.5, 28.125)"
229,Grid_3_37,-80.15625,30.9375,"(-81.5625, -78.75)","(28.125, 33.75)"
230,Grid_3_38,-80.15625,36.5625,"(-81.5625, -78.75)","(33.75, 39.375)"
231,Grid_3_39,-80.15625,42.1875,"(-81.5625, -78.75)","(39.375, 45.0)"
232,Grid_3_40,-80.15625,47.8125,"(-81.5625, -78.75)","(45.0, 50.625)"
233,Grid_3_41,-80.15625,53.4375,"(-81.5625, -78.75)","(50.625, 56.25)"
234,Grid_3_42,-80.15625,59.0625,"(-81.5625, -78.75)","(56.25, 61.875)"
235,Grid_3_43,-80.15625,64.6875,"(-81.5625, -78.75)","(61.875, 67.5)"
236,Grid_3_44,-80.15625,70.3125,"(-81.5625, -78.75)","(67.5, 73.125)"
237,Grid_3_45,-80.15625,75.9375,"(-81.5625, -78.75)","(73.125, 78.75)"
238,Grid_3_46,-80.15625,81.5625,"(-81.5625, -78.75)","(78.75, 84.375)"
239,Grid_3_47,-80.15625,87.1875,"(-81.5625, -78.75)","(84.375, 90.0)"
240,Grid_3_48,-80.15625,92.8125,"(-81.5625, -78.75)","(90.0, 95.625)"
241,Grid_3_49,-80.15625,98.4375,"(-81.5625, -78.75)","(95.625, 101.25)"
242,Grid_3_50,-80.15625,104.0625,"(-81.5625, -78.75)","(101.25, 106.875)"
243,Grid_3_51,-80.15625,109.6875,"(-81.5625, -78.75)","(106.875, 112.5)"
244,Grid_3_52,-80.15625,115.3125,"(-81.5625, -78.75)","(112.5, 118.125)"
245,Grid_3_53,-80.15625,120.9375,"(-81.5625, -78.75)","(118.125, 123.75)"
246,Grid_3_54,-80.15625,126.5625,"(-81.5625, -78.75)","(123.75, 129.375)"
247,Grid_3_55,-80.15625,132.1875,"(-81.5625, -78.75)","(129.375, 135.0)"
248,Grid_3_56,-80.15625,137.8125,"(-81.5625, -78.75)","(135.0, 140.625)"
249,Grid_3_57,-80.15625,143.4375,"(-81.5625, -78.75)","(140.625, 146.25)"
250,Grid_3_58,-80.15625,149.0625,"(-81.5625, -78.75)","(146.25, 151.875)"
251,Grid_3_59,-80.15625,154.6875,"(-81.5625, -78.75)","(151.875, 157.5)"
252,Grid_3_60,-80.15625,160.3125,"(-81.5625, -78.75)","(157.5, 163.125)"
253,Grid_3_61,-80.15625,165.9375,"(-81.5625, -78.75)","(163.125, 168.75)"
254,Grid_3_62,-80.15625,171.5625,"(-81.5625, -78.75)","(168.75, 174.375)"
255,Grid_3_63,-80.15625,177.1875,"(-81.5625, -78.75)","(174.375, 180.0)"
256,Grid_4_0,-77.34375,-177.1875,"(-78.75, -75.9375)","(-180.0, -174.375)"
257,Grid_4_1,-77.34375,-171.5625,"(-78.75, -75.9375)","(-174.375, -168.75)"
258,Grid_4_2,-77.34375,-165.9375,"(-78.75, -75.9375)","(-168.75, -163.125)"
259,Grid_4_3,-77.34375,-160.3125,"(-78.75, -75.9375)","(-163.125, -157.5)"
260,Grid_4_4,-77.34375,-154.6875,"(-78.75, -75.9375)","(-157.5, -151.875)"
261,Grid_4_5,-77.34375,-149.0625,"(-78.75, -75.9375)","(-151.875, -146.25)"
262,Grid_4_6,-77.34375,-143.4375,"(-78.75, -75.9375)","(-146.25, -140.625)"
263,Grid_4_7,-77.34375,-137.8125,"(-78.75, -75.9375)","(-140.625, -135.0)"
264,Grid_4_8,-77.34375,-132.1875,"(-78.75, -75.9375)","(-135.0, -129.375)"
265,Grid_4_9,-77.34375,-126.5625,"(-78.75, -75.9375)","(-129.375, -123.75)"
266,Grid_4_10,-77.34375,-120.9375,"(-78.75, -75.9375)","(-123.75, -118.125)"
267,Grid_4_11,-77.34375,-115.3125,"(-78.75, -75.9375)","(-118.125, -112.5)"
268,Grid_4_12,-77.34375,-109.6875,"(-78.75, -75.9375)","(-112.5, -106.875)"
269,Grid_4_13,-77.34375,-104.0625,"(-78.75, -75.9375)","(-106.875, -101.25)"
270,Grid_4_14,-77.34375,-98.4375,"(-78.75, -75.9375)","(-101.25, -95.625)"
271,Grid_4_15,-77.34375,-92.8125,"(-78.75, -75.9375)","(-95.625, -90.0)"
272,Grid_4_16,-77.34375,-87.1875,"(-78.75, -75.9375)","(-90.0, -84.375)"
273,Grid_4_17,-77.34375,-81.5625,"(-78.75, -75.9375)","(-84.375, -78.75)"
274,Grid_4_18,-77.34375,-75.9375,"(-78.75, -75.9375)","(-78.75, -73.125)"
275,Grid_4_19,-77.34375,-70.3125,"(-78.75, -75.9375)","(-73.125, -67.5)"
276,Grid_4_20,-77.34375,-64.6875,"(-78.75, -75.9375)","(-67.5, -61.875)"
277,Grid_4_21,-77.34375,-59.0625,"(-78.75, -75.9375)","(-61.875, -56.25)"
278,Grid_4_22,-77.34375,-53.4375,"(-78.75, -75.9375)","(-56.25, -50.625)"
279,Grid_4_23,-77.34375,-47.8125,"(-78.75, -75.9375)","(-50.625, -45.0)"
280,Grid_4_24,-77.34375,-42.1875,"(-78.75, -75.9375)","(-45.0, -39.375)"
281,Grid_4_25,-77.34375,-36.5625,"(-78.75, -75.9375)","(-39.375, -33.75)"
282,Grid_4_26,-77.34375,-30.9375,"(-78.75, -75.9375)","(-33.75, -28.125)"
283,Grid_4_27,-77.34375,-25.3125,"(-78.75, -75.9375)","(-28.125, -22.5)"
284,Grid_4_28,-77.34375,-19.6875,"(-78.75, -75.9375)","(-22.5, -16.875)"
285,Grid_4_29,-77.34375,-14.0625,"(-78.75, -75.9375)","(-16.875, -11.25)"
286,Grid_4_30,-77.34375,-8.4375,"(-78.75, -75.9375)","(-11.25, -5.625)"
287,Grid_4_31,-77.34375,-2.8125,"(-78.75, -75.9375)","(-5.625, 0.0)"
288,Grid_4_32,-77.34375,2.8125,"(-78.75, -75.9375)","(0.0, 5.625)"
