class_label,grid_id,center_latitude,center_longitude,latitude_range,longitude_range
28,Grid_0_28,-87.1875,140.625,"(-90.0, -84.375)","(135.0, 146.25)"
29,Grid_0_29,-87.1875,151.875,"(-90.0, -84.375)","(146.25, 157.5)"
30,Grid_0_30,-87.1875,163.125,"(-90.0, -84.375)","(157.5, 168.75)"
31,Grid_0_31,-87.1875,174.375,"(-90.0, -84.375)","(168.75, 180.0)"
32,Grid_1_0,-81.5625,-174.375,"(-84.375, -78.75)","(-180.0, -168.75)"
33,Grid_1_1,-81.5625,-163.125,"(-84.375, -78.75)","(-168.75, -157.5)"
34,Grid_1_2,-81.5625,-151.875,"(-84.375, -78.75)","(-157.5, -146.25)"
35,Grid_1_3,-81.5625,-140.625,"(-84.375, -78.75)","(-146.25, -135.0)"
36,Grid_1_4,-81.5625,-129.375,"(-84.375, -78.75)","(-135.0, -123.75)"
37,Grid_1_5,-81.5625,-118.125,"(-84.375, -78.75)","(-123.75, -112.5)"
38,Grid_1_6,-81.5625,-106.875,"(-84.375, -78.75)","(-112.5, -101.25)"
39,Grid_1_7,-81.5625,-95.625,"(-84.375, -78.75)","(-101.25, -90.0)"
40,Grid_1_8,-81.5625,-84.375,"(-84.375, -78.75)","(-90.0, -78.75)"
41,Grid_1_9,-81.5625,-73.125,"(-84.375, -78.75)","(-78.75, -67.5)"
42,Grid_1_10,-81.5625,-61.875,"(-84.375, -78.75)","(-67.5, -56.25)"
43,Grid_1_11,-81.5625,-50.625,"(-84.375, -78.75)","(-56.25, -45.0)"
44,Grid_1_12,-81.5625,-39.375,"(-84.375, -78.75)","(-45.0, -33.75)"
45,Grid_1_13,-81.5625,-28.125,"(-84.375, -78.75)","(-33.75, -22.5)"
46,Grid_1_14,-81.5625,-16.875,"(-84.375, -78.75)","(-22.5, -11.25)"
47,Grid_1_15,-81.5625,-5.625,"(-84.375, -78.75)","(-11.25, 0.0)"
48,Grid_1_16,-81.5625,5.625,"(-84.375, -78.75)","(0.0, 11.25)"
49,Grid_1_17,-81.5625,16.875,"(-84.375, -78.75)","(11.25, 22.5)"
50,Grid_1_18,-81.5625,28.125,"(-84.375, -78.75)","(22.5, 33.75)"
51,Grid_1_19,-81.5625,39.375,"(-84.375, -78.75)","(33.75, 45.0)"
52,Grid_1_20,-81.5625,50.625,"(-84.375, -78.75)","(45.0, 56.25)"
53,Grid_1_21,-81.5625,61.875,"(-84.375, -78.75)","(56.25, 67.5)"
54,Grid_1_22,-81.5625,73.125,"(-84.375, -78.75)","(67.5, 78.75)"
55,Grid_1_23,-81.5625,84.375,"(-84.375, -78.75)","(78.75, 90.0)"
56,Grid_1_24,-81.5625,95.625,"(-84.375, -78.75)","(90.0, 101.25)"
57,Grid_1_25,-81.5625,106.875,"(-84.375, -78.75)","(101.25, 112.5)"
58,Grid_1_26,-81.5625,118.125,"(-84.375, -78.75)","(112.5, 123.75)"
59,Grid_1_27,-81.5625,129.375,"(-84.375, -78.75)","(123.75, 135.0)"
60,Grid_1_28,-81.5625,140.625,"(-84.375, -78.75)","(135.0, 146.25)"
61,Grid_1_29,-81.5625,151.875,"(-84.375, -78.75)","(146.25, 157.5)"
62,Grid_1_30,-81.5625,163.125,"(-84.375, -78.75)","(157.5, 168.75)"
63,Grid_1_31,-81.5625,174.375,"(-84.375, -78.75)","(168.75, 180.0)"
64,Grid_2_0,-75.9375,-174.375,"(-78.75, -73.125)","(-180.0, -168.75)"
65,Grid_2_1,-75.9375,-163.125,"(-78.75, -73.125)","(-168.75, -157.5)"
66,Grid_2_2,-75.9375,-151.875,"(-78.75, -73.125)","(-157.5, -146.25)"
67,Grid_2_3,-75.9375,-140.625,"(-78.75, -73.125)","(-146.25, -135.0)"
68,Grid_2_4,-75.9375,-129.375,"(-78.75, -73.125)","(-135.0, -123.75)"
69,Grid_2_5,-75.9375,-118.125,"(-78.75, -73.125)","(-123.75, -112.5)"
70,Grid_2_6,-75.9375,-106.875,"(-78.75, -73.125)","(-112.5, -101.25)"
71,Grid_2_7,-75.9375,-95.625,"(-78.75, -73.125)","(-101.25, -90.0)"
72,Grid_2_8,-75.9375,-84.375,"(-78.75, -73.125)","(-90.0, -78.75)"
73,Grid_2_9,-75.9375,-73.125,"(-78.75, -73.125)","(-78.75, -67.5)"
74,Grid_2_10,-75.9375,-61.875,"(-78.75, -73.125)","(-67.5, -56.25)"
75,Grid_2_11,-75.9375,-50.625,"(-78.75, -73.125)","(-56.25, -45.0)"
76,Grid_2_12,-75.9375,-39.375,"(-78.75, -73.125)","(-45.0, -33.75)"
77,Grid_2_13,-75.9375,-28.125,"(-78.75, -73.125)","(-33.75, -22.5)"
78,Grid_2_14,-75.9375,-16.875,"(-78.75, -73.125)","(-22.5, -11.25)"
79,Grid_2_15,-75.9375,-5.625,"(-78.75, -73.125)","(-11.25, 0.0)"
80,Grid_2_16,-75.9375,5.625,"(-78.75, -73.125)","(0.0, 11.25)"
81,Grid_2_17,-75.9375,16.875,"(-78.75, -73.125)","(11.25, 22.5)"
82,Grid_2_18,-75.9375,28.125,"(-78.75, -73.125)","(22.5, 33.75)"
83,Grid_2_19,-75.9375,39.375,"(-78.75, -73.125)","(33.75, 45.0)"
84,Grid_2_20,-75.9375,50.625,"(-78.75, -73.125)","(45.0, 56.25)"
85,Grid_2_21,-75.9375,61.875,"(-78.75, -73.125)","(56.25, 67.5)"
86,Grid_2_22,-75.9375,73.125,"(-78.75, -73.125)","(67.5, 78.75)"
87,Grid_2_23,-75.9375,84.375,"(-78.75, -73.125)","(78.75, 90.0)"
88,Grid_2_24,-75.9375,95.625,"(-78.75, -73.125)","(90.0, 101.25)"
89,Grid_2_25,-75.9375,106.875,"(-78.75, -73.125)","(101.25, 112.5)"
90,Grid_2_26,-75.9375,118.125,"(-78.75, -73.125)","(112.5, 123.75)"
91,Grid_2_27,-75.9375,129.375,"(-78.75, -73.125)","(123.75, 135.0)"
92,Grid_2_28,-75.9375,140.625,"(-78.75, -73.125)","(135.0, 146.25)"
93,Grid_2_29,-75.9375,151.875,"(-78.75, -73.125)","(146.25, 157.5)"
94,Grid_2_30,-75.9375,163.125,"(-78.75, -73.125)","(157.5, 168.75)"
95,Grid_2_31,-75.9375,174.375,"(-78.75, -73.125)","(168.75, 180.0)"
96,Grid_3_0,-70.3125,-174.375,"(-73.125, -67.5)","(-180.0, -168.75)"
97,Grid_3_1,-70.3125,-163.125,"(-73.125, -67.5)","(-168.75, -157.5)"
98,Grid_3_2,-70.3125,-151.875,"(-73.125, -67.5)","(-157.5, -146.25)"
99,Grid_3_3,-70.3125,-140.625,"(-73.125, -67.5)","(-146.25, -135.0)"
100,Grid_3_4,-70.3125,-129.375,"(-73.125, -67.5)","(-135.0, -123.75)"
101,Grid_3_5,-70.3125,-118.125,"(-73.125, -67.5)","(-123.75, -112.5)"
102,Grid_3_6,-70.3125,-106.875,"(-73.125, -67.5)","(-112.5, -101.25)"
103,Grid_3_7,-70.3125,-95.625,"(-73.125, -67.5)","(-101.25, -90.0)"
104,Grid_3_8,-70.3125,-84.375,"(-73.125, -67.5)","(-90.0, -78.75)"
105,Grid_3_9,-70.3125,-73.125,"(-73.125, -67.5)","(-78.75, -67.5)"
106,Grid_3_10,-70.3125,-61.875,"(-73.125, -67.5)","(-67.5, -56.25)"
107,Grid_3_11,-70.3125,-50.625,"(-73.125, -67.5)","(-56.25, -45.0)"
108,Grid_3_12,-70.3125,-39.375,"(-73.125, -67.5)","(-45.0, -33.75)"
109,Grid_3_13,-70.3125,-28.125,"(-73.125, -67.5)","(-33.75, -22.5)"
110,Grid_3_14,-70.3125,-16.875,"(-73.125, -67.5)","(-22.5, -11.25)"
111,Grid_3_15,-70.3125,-5.625,"(-73.125, -67.5)","(-11.25, 0.0)"
112,Grid_3_16,-70.3125,5.625,"(-73.125, -67.5)","(0.0, 11.25)"
113,Grid_3_17,-70.3125,16.875,"(-73.125, -67.5)","(11.25, 22.5)"
114,Grid_3_18,-70.3125,28.125,"(-73.125, -67.5)","(22.5, 33.75)"
115,Grid_3_19,-70.3125,39.375,"(-73.125, -67.5)","(33.75, 45.0)"
116,Grid_3_20,-70.3125,50.625,"(-73.125, -67.5)","(45.0, 56.25)"
117,Grid_3_21,-70.3125,61.875,"(-73.125, -67.5)","(56.25, 67.5)"
118,Grid_3_22,-70.3125,73.125,"(-73.125, -67.5)","(67.5, 78.75)"
119,Grid_3_23,-70.3125,84.375,"(-73.125, -67.5)","(78.75, 90.0)"
120,Grid_3_24,-70.3125,95.625,"(-73.125, -67.5)","(90.0, 101.25)"
121,Grid_3_25,-70.3125,106.875,"(-73.125, -67.5)","(101.25, 112.5)"
122,Grid_3_26,-70.3125,118.125,"(-73.125, -67.5)","(112.5, 123.75)"
123,Grid_3_27,-70.3125,129.375,"(-73.125, -67.5)","(123.75, 135.0)"
124,Grid_3_28,-70.3125,140.625,"(-73.125, -67.5)","(135.0, 146.25)"
125,Grid_3_29,-70.3125,151.875,"(-73.125, -67.5)","(146.25, 157.5)"
126,Grid_3_30,-70.3125,163.125,"(-73.125, -67.5)","(157.5, 168.75)"
127,Grid_3_31,-70.3125,174.375,"(-73.125, -67.5)","(168.75, 180.0)"
128,Grid_4_0,-64.6875,-174.375,"(-67.5, -61.875)","(-180.0, -168.75)"
129,Grid_4_1,-64.6875,-163.125,"(-67.5, -61.875)","(-168.75, -157.5)"
130,Grid_4_2,-64.6875,-151.875,"(-67.5, -61.875)","(-157.5, -146.25)"
131,Grid_4_3,-64.6875,-140.625,"(-67.5, -61.875)","(-146.25, -135.0)"
132,Grid_4_4,-64.6875,-129.375,"(-67.5, -61.875)","(-135.0, -123.75)"
133,Grid_4_5,-64.6875,-118.125,"(-67.5, -61.875)","(-123.75, -112.5)"
134,Grid_4_6,-64.6875,-106.875,"(-67.5, -61.875)","(-112.5, -101.25)"
135,Grid_4_7,-64.6875,-95.625,"(-67.5, -61.875)","(-101.25, -90.0)"
136,Grid_4_8,-64.6875,-84.375,"(-67.5, -61.875)","(-90.0, -78.75)"
137,Grid_4_9,-64.6875,-73.125,"(-67.5, -61.875)","(-78.75, -67.5)"
138,Grid_4_10,-64.6875,-61.875,"(-67.5, -61.875)","(-67.5, -56.25)"
139,Grid_4_11,-64.6875,-50.625,"(-67.5, -61.875)","(-56.25, -45.0)"
140,Grid_4_12,-64.6875,-39.375,"(-67.5, -61.875)","(-45.0, -33.75)"
141,Grid_4_13,-64.6875,-28.125,"(-67.5, -61.875)","(-33.75, -22.5)"
142,Grid_4_14,-64.6875,-16.875,"(-67.5, -61.875)","(-22.5, -11.25)"
143,Grid_4_15,-64.6875,-5.625,"(-67.5, -61.875)","(-11.25, 0.0)"
144,Grid_4_16,-64.6875,5.625,"(-67.5, -61.875)","(0.0, 11.25)"
145,Grid_4_17,-64.6875,16.875,"(-67.5, -61.875)","(11.25, 22.5)"
146,Grid_4_18,-64.6875,28.125,"(-67.5, -61.875)","(22.5, 33.75)"
147,Grid_4_19,-64.6875,39.375,"(-67.5, -61.875)","(33.75, 45.0)"
148,Grid_4_20,-64.6875,50.625,"(-67.5, -61.875)","(45.0, 56.25)"
149,Grid_4_21,-64.6875,61.875,"(-67.5, -61.875)","(56.25, 67.5)"
150,Grid_4_22,-64.6875,73.125,"(-67.5, -61.875)","(67.5, 78.75)"
151,Grid_4_23,-64.6875,84.375,"(-67.5, -61.875)","(78.75, 90.0)"
152,Grid_4_24,-64.6875,95.625,"(-67.5, -61.875)","(90.0, 101.25)"
153,Grid_4_25,-64.6875,106.875,"(-67.5, -61.875)","(101.25, 112.5)"
154,Grid_4_26,-64.6875,118.125,"(-67.5, -61.875)","(112.5, 123.75)"
155,Grid_4_27,-64.6875,129.375,"(-67.5, -61.875)","(123.75, 135.0)"
156,Grid_4_28,-64.6875,140.625,"(-67.5, -61.875)","(135.0, 146.25)"
157,Grid_4_29,-64.6875,151.875,"(-67.5, -61.875)","(146.25, 157.5)"
158,Grid_4_30,-64.6875,163.125,"(-67.5, -61.875)","(157.5, 168.75)"
159,Grid_4_31,-64.6875,174.375,"(-67.5, -61.875)","(168.75, 180.0)"
160,Grid_5_0,-59.0625,-174.375,"(-61.875, -56.25)","(-180.0, -168.75)"
161,Grid_5_1,-59.0625,-163.125,"(-61.875, -56.25)","(-168.75, -157.5)"
162,Grid_5_2,-59.0625,-151.875,"(-61.875, -56.25)","(-157.5, -146.25)"
163,Grid_5_3,-59.0625,-140.625,"(-61.875, -56.25)","(-146.25, -135.0)"
164,Grid_5_4,-59.0625,-129.375,"(-61.875, -56.25)","(-135.0, -123.75)"
165,Grid_5_5,-59.0625,-118.125,"(-61.875, -56.25)","(-123.75, -112.5)"
166,Grid_5_6,-59.0625,-106.875,"(-61.875, -56.25)","(-112.5, -101.25)"
167,Grid_5_7,-59.0625,-95.625,"(-61.875, -56.25)","(-101.25, -90.0)"
168,Grid_5_8,-59.0625,-84.375,"(-61.875, -56.25)","(-90.0, -78.75)"
169,Grid_5_9,-59.0625,-73.125,"(-61.875, -56.25)","(-78.75, -67.5)"
170,Grid_5_10,-59.0625,-61.875,"(-61.875, -56.25)","(-67.5, -56.25)"
171,Grid_5_11,-59.0625,-50.625,"(-61.875, -56.25)","(-56.25, -45.0)"
172,Grid_5_12,-59.0625,-39.375,"(-61.875, -56.25)","(-45.0, -33.75)"
173,Grid_5_13,-59.0625,-28.125,"(-61.875, -56.25)","(-33.75, -22.5)"
174,Grid_5_14,-59.0625,-16.875,"(-61.875, -56.25)","(-22.5, -11.25)"
175,Grid_5_15,-59.0625,-5.625,"(-61.875, -56.25)","(-11.25, 0.0)"
176,Grid_5_16,-59.0625,5.625,"(-61.875, -56.25)","(0.0, 11.25)"
177,Grid_5_17,-59.0625,16.875,"(-61.875, -56.25)","(11.25, 22.5)"
178,Grid_5_18,-59.0625,28.125,"(-61.875, -56.25)","(22.5, 33.75)"
179,Grid_5_19,-59.0625,39.375,"(-61.875, -56.25)","(33.75, 45.0)"
180,Grid_5_20,-59.0625,50.625,"(-61.875, -56.25)","(45.0, 56.25)"
181,Grid_5_21,-59.0625,61.875,"(-61.875, -56.25)","(56.25, 67.5)"
182,Grid_5_22,-59.0625,73.125,"(-61.875, -56.25)","(67.5, 78.75)"
183,Grid_5_23,-59.0625,84.375,"(-61.875, -56.25)","(78.75, 90.0)"
184,Grid_5_24,-59.0625,95.625,"(-61.875, -56.25)","(90.0, 101.25)"
185,Grid_5_25,-59.0625,106.875,"(-61.875, -56.25)","(101.25, 112.5)"
186,Grid_5_26,-59.0625,118.125,"(-61.875, -56.25)","(112.5, 123.75)"
187,Grid_5_27,-59.0625,129.375,"(-61.875, -56.25)","(123.75, 135.0)"
188,Grid_5_28,-59.0625,140.625,"(-61.875, -56.25)","(135.0, 146.25)"
189,Grid_5_29,-59.0625,151.875,"(-61.875, -56.25)","(146.25, 157.5)"
190,Grid_5_30,-59.0625,163.125,"(-61.875, -56.25)","(157.5, 168.75)"
191,Grid_5_31,-59.0625,174.375,"(-61.875, -56.25)","(168.75, 180.0)"
192,Grid_6_0,-53.4375,-174.375,"(-56.25, -50.625)","(-180.0, -168.75)"
193,Grid_6_1,-53.4375,-163.125,"(-56.25, -50.625)","(-168.75, -157.5)"
194,Grid_6_2,-53.4375,-151.875,"(-56.25, -50.625)","(-157.5, -146.25)"
195,Grid_6_3,-53.4375,-140.625,"(-56.25, -50.625)","(-146.25, -135.0)"
196,Grid_6_4,-53.4375,-129.375,"(-56.25, -50.625)","(-135.0, -123.75)"
197,Grid_6_5,-53.4375,-118.125,"(-56.25, -50.625)","(-123.75, -112.5)"
198,Grid_6_6,-53.4375,-106.875,"(-56.25, -50.625)","(-112.5, -101.25)"
199,Grid_6_7,-53.4375,-95.625,"(-56.25, -50.625)","(-101.25, -90.0)"
200,Grid_6_8,-53.4375,-84.375,"(-56.25, -50.625)","(-90.0, -78.75)"
201,Grid_6_9,-53.4375,-73.125,"(-56.25, -50.625)","(-78.75, -67.5)"
202,Grid_6_10,-53.4375,-61.875,"(-56.25, -50.625)","(-67.5, -56.25)"
203,Grid_6_11,-53.4375,-50.625,"(-56.25, -50.625)","(-56.25, -45.0)"
204,Grid_6_12,-53.4375,-39.375,"(-56.25, -50.625)","(-45.0, -33.75)"
205,Grid_6_13,-53.4375,-28.125,"(-56.25, -50.625)","(-33.75, -22.5)"
206,Grid_6_14,-53.4375,-16.875,"(-56.25, -50.625)","(-22.5, -11.25)"
207,Grid_6_15,-53.4375,-5.625,"(-56.25, -50.625)","(-11.25, 0.0)"
208,Grid_6_16,-53.4375,5.625,"(-56.25, -50.625)","(0.0, 11.25)"
209,Grid_6_17,-53.4375,16.875,"(-56.25, -50.625)","(11.25, 22.5)"
210,Grid_6_18,-53.4375,28.125,"(-56.25, -50.625)","(22.5, 33.75)"
211,Grid_6_19,-53.4375,39.375,"(-56.25, -50.625)","(33.75, 45.0)"
212,Grid_6_20,-53.4375,50.625,"(-56.25, -50.625)","(45.0, 56.25)"
213,Grid_6_21,-53.4375,61.875,"(-56.25, -50.625)","(56.25, 67.5)"
214,Grid_6_22,-53.4375,73.125,"(-56.25, -50.625)","(67.5, 78.75)"
215,Grid_6_23,-53.4375,84.375,"(-56.25, -50.625)","(78.75, 90.0)"
216,Grid_6_24,-53.4375,95.625,"(-56.25, -50.625)","(90.0, 101.25)"
217,Grid_6_25,-53.4375,106.875,"(-56.25, -50.625)","(101.25, 112.5)"
218,Grid_6_26,-53.4375,118.125,"(-56.25, -50.625)","(112.5, 123.75)"
219,Grid_6_27,-53.4375,129.375,"(-56.25, -50.625)","(123.75, 135.0)"
220,Grid_6_28,-53.4375,140.625,"(-56.25, -50.625)","(135.0, 146.25)"
221,Grid_6_29,-53.4375,151.875,"(-56.25, -50.625)","(146.25, 157.5)"
222,Grid_6_30,-53.4375,163.125,"(-56.25, -50.625)","(157.5, 168.75)"
223,Grid_6_31,-53.4375,174.375,"(-56.25, -50.625)","(168.75, 180.0)"
224,Grid_7_0,-47.8125,-174.375,"(-50.625, -45.0)","(-180.0, -168.75)"
225,Grid_7_1,-47.8125,-163.125,"(-50.625, -45.0)","(-168.75, -157.5)"
226,Grid_7_2,-47.8125,-151.875,"(-50.625, -45.0)","(-157.5, -146.25)"
227,Grid_7_3,-47.8125,-140.625,"(-50.625, -45.0)","(-146.25, -135.0)"
228,Grid_7_4,-47.8125,-129.375,"(-50.625, -45.0)","(-135.0, -123.75)"
229,Grid_7_5,-47.8125,-118.125,"(-50.625, -45.0)","(-123.75, -112.5)"
230,Grid_7_6,-47.8125,-106.875,"(-50.625, -45.0)","(-112.5, -101.25)"
231,Grid_7_7,-47.8125,-95.625,"(-50.625, -45.0)","(-101.25, -90.0)"
232,Grid_7_8,-47.8125,-84.375,"(-50.625, -45.0)","(-90.0, -78.75)"
233,Grid_7_9,-47.8125,-73.125,"(-50.625, -45.0)","(-78.75, -67.5)"
234,Grid_7_10,-47.8125,-61.875,"(-50.625, -45.0)","(-67.5, -56.25)"
235,Grid_7_11,-47.8125,-50.625,"(-50.625, -45.0)","(-56.25, -45.0)"
236,Grid_7_12,-47.8125,-39.375,"(-50.625, -45.0)","(-45.0, -33.75)"
237,Grid_7_13,-47.8125,-28.125,"(-50.625, -45.0)","(-33.75, -22.5)"
238,Grid_7_14,-47.8125,-16.875,"(-50.625, -45.0)","(-22.5, -11.25)"
239,Grid_7_15,-47.8125,-5.625,"(-50.625, -45.0)","(-11.25, 0.0)"
240,Grid_7_16,-47.8125,5.625,"(-50.625, -45.0)","(0.0, 11.25)"
241,Grid_7_17,-47.8125,16.875,"(-50.625, -45.0)","(11.25, 22.5)"
242,Grid_7_18,-47.8125,28.125,"(-50.625, -45.0)","(22.5, 33.75)"
243,Grid_7_19,-47.8125,39.375,"(-50.625, -45.0)","(33.75, 45.0)"
244,Grid_7_20,-47.8125,50.625,"(-50.625, -45.0)","(45.0, 56.25)"
245,Grid_7_21,-47.8125,61.875,"(-50.625, -45.0)","(56.25, 67.5)"
246,Grid_7_22,-47.8125,73.125,"(-50.625, -45.0)","(67.5, 78.75)"
247,Grid_7_23,-47.8125,84.375,"(-50.625, -45.0)","(78.75, 90.0)"
248,Grid_7_24,-47.8125,95.625,"(-50.625, -45.0)","(90.0, 101.25)"
249,Grid_7_25,-47.8125,106.875,"(-50.625, -45.0)","(101.25, 112.5)"
250,Grid_7_26,-47.8125,118.125,"(-50.625, -45.0)","(112.5, 123.75)"
251,Grid_7_27,-47.8125,129.375,"(-50.625, -45.0)","(123.75, 135.0)"
252,Grid_7_28,-47.8125,140.625,"(-50.625, -45.0)","(135.0, 146.25)"
253,Grid_7_29,-47.8125,151.875,"(-50.625, -45.0)","(146.25, 157.5)"
254,Grid_7_30,-47.8125,163.125,"(-50.625, -45.0)","(157.5, 168.75)"
255,Grid_7_31,-47.8125,174.375,"(-50.625, -45.0)","(168.75, 180.0)"
256,Grid_8_0,-42.1875,-174.375,"(-45.0, -39.375)","(-180.0, -168.75)"
257,Grid_8_1,-42.1875,-163.125,"(-45.0, -39.375)","(-168.75, -157.5)"
258,Grid_8_2,-42.1875,-151.875,"(-45.0, -39.375)","(-157.5, -146.25)"
259,Grid_8_3,-42.1875,-140.625,"(-45.0, -39.375)","(-146.25, -135.0)"
260,Grid_8_4,-42.1875,-129.375,"(-45.0, -39.375)","(-135.0, -123.75)"
261,Grid_8_5,-42.1875,-118.125,"(-45.0, -39.375)","(-123.75, -112.5)"
262,Grid_8_6,-42.1875,-106.875,"(-45.0, -39.375)","(-112.5, -101.25)"
263,Grid_8_7,-42.1875,-95.625,"(-45.0, -39.375)","(-101.25, -90.0)"
264,Grid_8_8,-42.1875,-84.375,"(-45.0, -39.375)","(-90.0, -78.75)"
265,Grid_8_9,-42.1875,-73.125,"(-45.0, -39.375)","(-78.75, -67.5)"
266,Grid_8_10,-42.1875,-61.875,"(-45.0, -39.375)","(-67.5, -56.25)"
267,Grid_8_11,-42.1875,-50.625,"(-45.0, -39.375)","(-56.25, -45.0)"
268,Grid_8_12,-42.1875,-39.375,"(-45.0, -39.375)","(-45.0, -33.75)"
269,Grid_8_13,-42.1875,-28.125,"(-45.0, -39.375)","(-33.75, -22.5)"
270,Grid_8_14,-42.1875,-16.875,"(-45.0, -39.375)","(-22.5, -11.25)"
271,Grid_8_15,-42.1875,-5.625,"(-45.0, -39.375)","(-11.25, 0.0)"
272,Grid_8_16,-42.1875,5.625,"(-45.0, -39.375)","(0.0, 11.25)"
273,Grid_8_17,-42.1875,16.875,"(-45.0, -39.375)","(11.25, 22.5)"
274,Grid_8_18,-42.1875,28.125,"(-45.0, -39.375)","(22.5, 33.75)"
275,Grid_8_19,-42.1875,39.375,"(-45.0, -39.375)","(33.75, 45.0)"
276,Grid_8_20,-42.1875,50.625,"(-45.0, -39.375)","(45.0, 56.25)"
277,Grid_8_21,-42.1875,61.875,"(-45.0, -39.375)","(56.25, 67.5)"
278,Grid_8_22,-42.1875,73.125,"(-45.0, -39.375)","(67.5, 78.75)"
279,Grid_8_23,-42.1875,84.375,"(-45.0, -39.375)","(78.75, 90.0)"
280,Grid_8_24,-42.1875,95.625,"(-45.0, -39.375)","(90.0, 101.25)"
281,Grid_8_25,-42.1875,106.875,"(-45.0, -39.375)","(101.25, 112.5)"
282,Grid_8_26,-42.1875,118.125,"(-45.0, -39.375)","(112.5, 123.75)"
283,Grid_8_27,-42.1875,129.375,"(-45.0, -39.375)","(123.75, 135.0)"
284,Grid_8_28,-42.1875,140.625,"(-45.0, -39.375)","(135.0, 146.25)"
285,Grid_8_29,-42.1875,151.875,"(-45.0, -39.375)","(146.25, 157.5)"
286,Grid_8_30,-42.1875,163.125,"(-45.0, -39.375)","(157.5, 168.75)"
287,Grid_8_31,-42.1875,174.375,"(-45.0, -39.375)","(168.75, 180.0)"
288,Grid_9_0,-36.5625,-174.375,"(-39.375, -33.75)","(-180.0, -168.75)"
289,Grid_9_1,-36.5625,-163.125,"(-39.375, -33.75)","(-168.75, -157.5)"
290,Grid_9_2,-36.5625,-151.875,"(-39.375, -33.75)","(-157.5, -146.25)"
291,Grid_9_3,-36.5625,-140.625,"(-39.375, -33.75)","(-146.25, -135.0)"
292,Grid_9_4,-36.5625,-129.375,"(-39.375, -33.75)","(-135.0, -123.75)"
293,Grid_9_5,-36.5625,-118.125,"(-39.375, -33.75)","(-123.75, -112.5)"
294,Grid_9_6,-36.5625,-106.875,"(-39.375, -33.75)","(-112.5, -101.25)"
295,Grid_9_7,-36.5625,-95.625,"(-39.375, -33.75)","(-101.25, -90.0)"
296,Grid_9_8,-36.5625,-84.375,"(-39.375, -33.75)","(-90.0, -78.75)"
297,Grid_9_9,-36.5625,-73.125,"(-39.375, -33.75)","(-78.75, -67.5)"
298,Grid_9_10,-36.5625,-61.875,"(-39.375, -33.75)","(-67.5, -56.25)"
299,Grid_9_11,-36.5625,-50.625,"(-39.375, -33.75)","(-56.25, -45.0)"
300,Grid_9_12,-36.5625,-39.375,"(-39.375, -33.75)","(-45.0, -33.75)"
301,Grid_9_13,-36.5625,-28.125,"(-39.375, -33.75)","(-33.75, -22.5)"
